ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,EV Level2 EVSE Num,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Open Date,Location
220224,elec,WHEELING METRA WEST LOT2,101 Wheeling Rd,-Metra Station Parking Lot,wheeling,il,60090,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.136495,-87.930271,2025-05-10,2025-05-09 20:27:02+00:00,,2022-05-27,"(42.136495, -87.930271)"
85691,elec,OAKTON COLLEGE1 LEE CENTER,Oakton Community College 1600 E. Golf Road,SCIENCE BUILDING LOT D,des plaines,il,60016,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.063975,-87.878192,2025-05-10,2025-05-09 20:12:15+00:00,,2017-06-27,"(42.063975, -87.878192)"
374805,elec,"Thorntons, West Algonquin Rd, IL",2265 West Algonquin Road,,lake in the hills,il,60102,1-833-277-8573,e,Public,24 hours daily,,,BP_PULSE,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,GPS,42.174982,-88.330134,2025-05-10,2025-05-10 00:13:42+00:00,,2025-01-02,"(42.174982, -88.330134)"
252808,elec,IKEA USA SCHAUMBURG 1,1800 McConnor Pkwy,,schaumburg,il,60173,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.056097,-88.036015,2025-05-10,2025-05-09 21:07:28+00:00,,2023-02-01,"(42.056097, -88.036015)"
186427,e85,BP,3191 US-20,,elgin,il,60124,847-214-1173,e,Public,24 hours daily,A Cash D M V,,,,200-8,42.03922,-88.36457,2024-10-11,2025-02-11 18:16:32+00:00,P,2021-03-11,"(42.03922, -88.36457)"
196340,elec,LF CITY HALL STATION 2,Old Elm Rd,,lake forest,il,60045,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.218113,-87.821228,2025-05-10,2025-05-09 20:11:15+00:00,,2021-09-25,"(42.218113, -87.821228)"
81658,e85,Thorntons #3,7600 W 159th St,,orland park,il,60462,708-614-0377,e,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,200-9,41.602566,-87.804313,2024-10-11,2025-02-11 18:16:32+00:00,P,2017-02-15,"(41.602566, -87.804313)"
153800,elec,Walgreens at 1295 Lily Cache Ln Bolingbrook,1295 Lily Cache Ln,,bolingbrook,il,60490,855-900-7584,e,Public,Mon 8:00am - 11:59pm; Tue 8:00am - 11:59pm; Wed 8:00am - 11:59pm; Thu 8:00am - 11:59pm; Fri 8:00am - 11:59pm; Sat 8:00am - 11:59pm; Sun 8:00am - 11:59pm,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.689284,-88.125262,2025-05-10,2025-05-09 23:04:25+00:00,,2020-02-14,"(41.689284, -88.125262)"
212454,elec,Kohls Fox Valley IL,4340 Fox Valley Center Drive,,aurora,il,60504,855-900-7584,e,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.761178,-88.207787,2025-05-10,2025-05-09 22:59:58+00:00,,2021-11-03,"(41.761178, -88.207787)"
66736,elec,"EVANSTON, IL SHERMAN PLAZA 2",821 Davis St,"The ChargePoint station is located in the Sherman Plaza Parking Garage, Second Floor along the south wall.",evanston,il,60201,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.047287,-87.683069,2025-05-10,2025-05-09 19:57:43+00:00,,2015-04-15,"(42.047287, -87.683069)"
194151,elec,TARGET T0942 STATION 1,2656 N Elston Ave,1st floor parking garage,chicago,il,60647,888-758-4389,e,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.927939,-87.685991,2025-05-10,2025-05-09 21:11:01+00:00,,2021-08-21,"(41.927939, -87.685991)"
289291,elec,MBHE EV 2,1000 W Golf Rd,Parking east side near Golf Road,hoffman estates,il,60169,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.048498,-88.104672,2025-05-10,2025-05-09 21:03:33+00:00,,2023-06-23,"(42.048498, -88.104672)"
143360,elec,ARBORS CONDOS ARBORS,6 Oak Creek Dr,Pool parking lot,buffalo grove,il,60089,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.140125,-87.96329,2025-05-10,2025-05-09 20:33:54+00:00,,2019-08-15,"(42.140125, -87.96329)"
217426,elec,VALPARAISO DHDH 01,60 W Jefferson St,,valparaiso,in,46383,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.469161,-87.061923,2025-05-10,2025-05-09 20:02:16+00:00,,2022-05-13,"(41.469161, -87.061923)"
202956,elec,INTERPARK 200 N CLARK 1,200 N Clark St,,chicago,il,60601,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.885939,-87.631224,2025-05-10,2025-05-09 21:21:04+00:00,,2021-12-23,"(41.885939, -87.631224)"
114226,elec,New Oberpfalz Brewing - Tesla Destination,121 E Main St.,,griffith,in,46319,877-798-3752,e,Public,,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.52264,-87.426878,2024-07-01,2025-02-11 18:16:32+00:00,P,2016-08-05,"(41.52264, -87.426878)"
63866,e85,BP - The Pride,3100 S Cicero Ave,,cicero,il,60804,708-652-9025,e,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,200-9,41.836338,-87.744227,2024-10-11,2025-02-11 18:16:32+00:00,P,2014-10-01,"(41.836338, -87.744227)"
201940,elec,Kohls Bolingbrook IL,1138 W Boughton Road,,bolingbrook,il,60440,855-900-7584,e,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.705057,-88.11953,2025-05-10,2025-05-09 22:59:39+00:00,,2021-12-02,"(41.705057, -88.11953)"
13050,lpg,AmeriGas,700 County Highway H,Route 12 exit,elkhorn,wi,53121,262-723-7410,e,Private - Fleet customers only,Contact AmeriGas to set up fueling arrangements,,,,,200-9,42.660919,-88.522923,2024-07-11,2025-02-11 18:16:32+00:00,P,1999-05-11,"(42.660919, -88.522923)"
233313,elec,VALLEY HYUNDAI EXPRESS RIGHT,4333 Ogden Ave,express right,aurora,il,60504,888-758-4389,e,Public,24 hours daily,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.75119,-88.210259,2025-05-10,2025-05-09 21:37:58+00:00,,2022-10-12,"(41.75119, -88.210259)"
174645,elec,MEIJER STORES 228 RLLG MEAD 1,1301 Meijer Dr.,,rolling meadow,il,60008,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.048213,-87.994654,2025-05-10,2025-05-09 20:39:26+00:00,,2021-01-27,"(42.048213, -87.994654)"
166722,elec,Jewel Osco 2073 Prairie St St Charles,2073 Prairie St,,st. charles,il,60174,855-900-7584,e,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.902696,-88.338214,2025-05-10,2025-05-09 23:00:57+00:00,,2020-08-31,"(41.902696, -88.338214)"
390990,elec,Midway Economy Parking Garage,5050 W 55th St,,chicago,il,60638,773-838-0756,e,Public,24 hours daily,A CREDIT D Debit M V,4.0,Non-Networked,,200-8,41.79313599264946,-87.74668942062377,,2025-05-09 08:22:52+00:00,P,2023-09-29,"(41.79313599264946, -87.74668942062377)"
261716,elec,LINCOLNWOOD VOL,6856 N Kildare Ave,,lincolnwood,il,60712,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.006411,-87.73608,2025-05-10,2025-05-09 21:50:29+00:00,,2023-06-01,"(42.006411, -87.73608)"
46810,elec,Continental Nissan,5750 S La Grange Rd,,countryside,il,60525,708-352-9200,e,Private,,,1.0,Non-Networked,,200-9,41.78586,-87.8685,2024-02-12,2025-02-11 18:16:32+00:00,P,2012-01-31,"(41.78586, -87.8685)"
334084,elec,Innovation Park Lake County,1950 Innovation Wy Suite 150,,libertyville,il,60048,,e,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,4.0,Non-Networked,,200-8,42.28916,-87.99984,2024-05-09,2025-02-11 18:16:32+00:00,P,2023-08-25,"(42.28916, -87.99984)"
335452,elec,Gsk 6067 E 116Th Pl,6067 E 116Th Pl,,winfield,in,46307,,e,Private,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,1.0,AMPUP,https://ampup.io,GPS,41.407129,-87.2610996,2024-05-09,2025-02-11 18:16:32+00:00,P,2024-02-02,"(41.407129, -87.2610996)"
220422,elec,LINCOLN COMMON LINCOLN COMMON,2316 N Lincoln Ave,Located on 1st floor next to entrance,chicago,il,60614,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.924266,-87.647382,2025-05-10,2025-05-09 21:26:01+00:00,,2022-06-02,"(41.924266, -87.647382)"
359633,elec,Millennium Lakeside Garage - Tesla Destination,5 S Columbus Dr,,chicago,il,60603,877-798-3752,e,Public,,,11.0,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.882094,-87.620496,2024-07-01,2025-02-11 18:16:32+00:00,P,2024-07-01,"(41.882094, -87.620496)"
117262,elec,Northwestern Memorial HealthCare,425 E Erie St,,chicago,il,60611,,e,Private,,,4.0,Non-Networked,,200-9,41.894144,-87.617133,2021-09-10,2024-11-26 11:14:03+00:00,P,2018-09-20,"(41.894144, -87.617133)"
86102,elec,MOMENT MOMENT 1,545 N McClurg Ct,,chicago,il,60611,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.892047,-87.617241,2025-05-10,2025-05-09 20:06:56+00:00,,2017-07-28,"(41.892047, -87.617241)"
236803,elec,RBHS RBHS EV1,3411 Hollywood Ave,Tennis Court Parking lot,brookfield,il,60513,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.829634,-87.833424,2025-05-10,2025-05-09 21:41:14+00:00,,2022-12-01,"(41.829634, -87.833424)"
376005,elec,WC CHICAGO WCI-PG-L2-ST-8,820 175th St,"Parking Garage, Level 2, General",homewood,il,60430,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.572153,-87.637684,2025-05-10,2025-05-09 22:21:45+00:00,,2025-01-22,"(41.572153, -87.637684)"
102571,e85,Family Express - Saint John,10902 Parrish Ave,,st. john,in,46373,219-365-3031,e,Public,24 hours daily,A Cash D Debit M V,,,,200-8,41.42016,-87.4508,2024-10-11,2025-02-11 18:16:32+00:00,P,2018-08-15,"(41.42016, -87.4508)"
203867,bd,Casey's General Store,902 E Church St,,sandwich,il,60548,815-786-1011,e,Public,24 hours daily,A Cash D Debit M V,,,,200-9,41.645003,-88.610736,2024-04-14,2025-02-11 18:16:32+00:00,P,2022-01-03,"(41.645003, -88.610736)"
240746,elec,VILLAGE STATION VILLAGE HALL 1,5201 Oakton St,"Located at Skokie Village Hall, Across from Library.",skokie,il,60077,888-758-4389,e,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,42.025584,-87.756605,2025-05-10,2025-05-09 19:57:04+00:00,,2022-12-31,"(42.025584, -87.756605)"
144888,e85,Casey's General Store,2004 Morthland Dr,,valparaiso,in,46383,219-476-9486,e,Public,24 hours daily,A Cash Comdata D Debit FleetOne M TCH Tchek V,,,,200-9,41.459372,-87.036311,2024-04-14,2025-02-11 18:16:32+00:00,P,2019-08-28,"(41.459372, -87.036311)"
229353,elec,Town and Country Center DCFC,325 E Palatine Rd,,arlington heights,il,60004,855-900-7584,e,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,42.108245,-87.97945,2025-05-10,2025-05-09 23:04:12+00:00,,2022-06-05,"(42.108245, -87.97945)"
151766,elec,Fox Run Square,1212 S Naper Blvd,,naperville,il,60540,855-900-7584,e,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.750269,-88.113358,2025-05-10,2025-05-09 23:00:52+00:00,,2019-04-16,"(41.750269, -88.113358)"
173550,elec,UNITED ORD LOT UNITED 2,5600 Bessie Coleman Dr,,chicago,il,60666,888-758-4389,e,Public,24 hours daily,,2.0,ChargePoint Network,https://www.chargepoint.com,GPS,41.981303,-87.888644,2025-05-10,2025-05-09 20:25:26+00:00,,2021-01-27,"(41.981303, -87.888644)"
211915,elec,AMC Showplace New Lenox 14,1320 W Maple St,,new lenox,il,60451,855-900-7584,e,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,4.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.516626,-87.990655,2025-05-10,2025-05-09 23:02:18+00:00,,2022-03-16,"(41.516626, -87.990655)"
349683,elec,Currie Frankfort,9423 West Lincoln Highway,,frankfort,il,60423,888-998-2546,e,Public,24 hours daily,,8.0,Blink Network,https://blinkcharging.com,GPS,41.50607856892955,-87.84530553322733,2025-05-10,2025-05-09 19:33:20+00:00,,2024-06-20,"(41.50607856892955, -87.84530553322733)"
309346,elec,Kelmscott Parking Garage,145 Morris Lane,,lake forest,il,60045,888-998-2546,e,Public,24 hours daily,,2.0,Blink Network,https://blinkcharging.com,GPS,42.2604983,-87.8429435,2025-05-10,2025-05-09 19:30:26+00:00,,2023-01-24,"(42.2604983, -87.8429435)"
47197,elec,Thomas Nissan - Joilet,1421 N Larkin Ave,,joliet,il,60435,815-741-5353,e,Public - Call ahead,Dealership business hours,,1.0,Non-Networked,,200-9,41.548858,-88.12682,2024-02-12,2025-02-11 18:16:32+00:00,P,2012-01-31,"(41.548858, -88.12682)"
168626,elec,Bethlehem Industries - Tesla Destination,1350 Shore Rd,,naperville,il,60563,877-798-3752,e,Private,,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.792587,-88.226264,2024-07-01,2025-02-11 18:16:32+00:00,P,2020-11-03,"(41.792587, -88.226264)"
